date,division,games_played,isWinner,losses,pct,team_name,team_short_name,wins
2016-04-03,National League Central,1,False,1,.000,St. Louis Cardinals,St. Louis,0
2016-04-05,National League East,1,False,1,.000,Miami Marlins,Miami,0
2016-04-05,American League Central,1,True,0,1.000,Detroit Tigers,Detroit,1
2016-04-05,American League Central,1,False,1,.000,Cleveland Indians,Cleveland,0
2016-04-05,American League East,1,True,0,1.000,Boston Red Sox,Boston,1
2016-04-05,American League East,1,False,1,.000,New York Yankees,NY Yankees,0
2016-04-05,American League West,1,True,0,1.000,Houston Astros,Houston,1
2016-04-04,American League West,1,False,1,.000,Oakland Athletics,Oakland,0
2016-04-04,American League Central,1,True,0,1.000,Chicago White Sox,Chi White Sox,1
2016-04-04,American League West,1,False,1,.000,Los Angeles Angels,LA Angels,0
2016-04-04,National League West,1,False,1,.000,Arizona Diamondbacks,Arizona,0
2016-04-04,National League West,1,True,0,1.000,Colorado Rockies,Colorado,1
2016-04-04,National League West,1,False,1,.000,San Diego Padres,San Diego,0
2016-04-04,National League West,1,True,0,1.000,Los Angeles Dodgers,LA Dodgers,1
2016-04-04,National League East,1,False,1,.000,Atlanta Braves,Atlanta,0
2016-04-04,National League Central,1,True,0,1.000,Chicago Cubs,Chi Cubs,1
2016-04-04,National League Central,1,True,0,1.000,Cincinnati Reds,Cincinnati,1
2016-04-04,National League East,1,True,0,1.000,Washington Nationals,Washington,1
2016-04-03,American League East,1,False,1,.000,Tampa Bay Rays,Tampa Bay,0
2016-04-03,National League East,1,False,1,.000,New York Mets,NY Mets,0
2016-04-03,American League Central,1,True,0,1.000,Kansas City Royals,Kansas City,1
2016-04-04,National League West,1,True,0,1.000,San Francisco Giants,San Francisco,1
2016-04-03,American League East,1,True,0,1.000,Toronto Blue Jays,Toronto,1
2016-04-04,American League Central,1,False,1,.000,Minnesota Twins,Minnesota,0
2016-04-04,National League Central,1,False,1,.000,Milwaukee Brewers,Milwaukee,0
2016-04-04,American League West,1,False,1,.000,Seattle Mariners,Seattle,0
2016-04-04,American League West,1,True,0,1.000,Texas Rangers,Texas,1
2016-04-04,National League East,1,False,1,.000,Philadelphia Phillies,Philadelphia,0
2016-04-04,American League East,1,True,0,1.000,Baltimore Orioles,Baltimore,1
2016-04-03,National League Central,1,True,0,1.000,Pittsburgh Pirates,Pittsburgh,1
2016-04-05,National League West,2,False,2,.000,San Diego Padres,San Diego,0
2016-04-05,National League West,2,True,0,1.000,Los Angeles Dodgers,LA Dodgers,2
2016-04-05,American League West,2,False,2,.000,Oakland Athletics,Oakland,0
2016-04-06,National League East,2,False,2,.000,Atlanta Braves,Atlanta,0
2016-04-06,National League East,2,True,0,1.000,Washington Nationals,Washington,2
2016-04-06,National League Central,2,True,0,1.000,Cincinnati Reds,Cincinnati,2
2016-04-06,National League East,2,False,2,.000,Miami Marlins,Miami,0
2016-04-06,American League East,2,True,0,1.000,Baltimore Orioles,Baltimore,2
2016-04-06,American League Central,2,False,2,.000,Minnesota Twins,Minnesota,0
2016-04-06,American League Central,2,True,0,1.000,Detroit Tigers,Detroit,2
2016-04-05,American League Central,2,True,0,1.000,Chicago White Sox,Chi White Sox,2
2016-04-06,American League East,2,False,1,.500,Boston Red Sox,Boston,1
2016-04-06,American League Central,2,True,1,.500,Cleveland Indians,Cleveland,1
2016-04-06,National League East,2,False,2,.000,Philadelphia Phillies,Philadelphia,0
2016-04-05,American League West,2,False,2,.000,Los Angeles Angels,LA Angels,0
2016-04-05,American League Central,2,False,1,.500,Kansas City Royals,Kansas City,1
