date,division,games_played,isWinner,losses,pct,team_name,team_short_name,wins
1993-04-05,National League East,1,True,0,1.000,Atlanta Braves,Atlanta,1
1993-04-06,American League West,1,True,0,1.000,Seattle Mariners,Seattle,1
1993-04-06,American League East,1,False,1,.000,Toronto Blue Jays,Toronto,0
1993-04-06,National League Central,1,False,1,.000,St. Louis Cardinals,St. Louis,0
1993-04-06,American League Central,1,False,1,.000,Minnesota Twins,Minnesota,0
1993-04-06,American League Central,1,True,0,1.000,Chicago White Sox,Chi White Sox,1
1993-04-06,National League Central,1,True,0,1.000,Pittsburgh Pirates,Pittsburgh,1
1993-04-06,National League West,1,False,1,.000,San Diego Padres,San Diego,0
1993-04-06,American League West,1,True,0,1.000,California Angels,LA Angels,1
1993-04-06,National League Central,1,False,1,.000,Milwaukee Brewers,Milwaukee,0
1993-04-05,American League West,1,True,0,1.000,Oakland Athletics,Oakland,1
1993-04-05,American League Central,1,False,1,.000,Detroit Tigers,Detroit,0
1993-04-05,American League West,1,False,1,.000,Houston Astros,Houston,0
1993-04-05,National League East,1,True,0,1.000,Philadelphia Phillies,Philadelphia,1
1993-04-06,National League West,1,True,0,1.000,San Francisco Giants,San Francisco,1
1993-04-05,American League West,1,True,0,1.000,Texas Rangers,Texas,1
1993-04-05,National League Central,1,False,1,.000,Chicago Cubs,Chi Cubs,0
1993-04-05,National League West,1,False,1,.000,Colorado Rockies,Colorado,0
1993-04-05,National League East,1,True,0,1.000,New York Mets,NY Mets,1
1993-04-05,National League West,1,False,1,.000,Los Angeles Dodgers,LA Dodgers,0
1993-04-05,National League East,1,True,0,1.000,Florida Marlins,Miami,1
1993-04-05,American League Central,1,False,1,.000,Kansas City Royals,Kansas City,0
1993-04-05,American League East,1,True,0,1.000,Boston Red Sox,Boston,1
1993-04-05,National League East,1,False,1,.000,Montreal Expos,Washington,0
1993-04-05,National League Central,1,True,0,1.000,Cincinnati Reds,Cincinnati,1
1993-04-05,American League East,1,True,0,1.000,New York Yankees,NY Yankees,1
1993-04-05,American League Central,1,False,1,.000,Cleveland Indians,Cleveland,0
1993-04-05,American League East,1,False,1,.000,Baltimore Orioles,Baltimore,0
1993-04-07,American League West,2,True,0,1.000,Texas Rangers,Texas,2
1993-04-07,American League Central,2,True,1,.500,Cleveland Indians,Cleveland,1
1993-04-07,American League East,2,True,0,1.000,Boston Red Sox,Boston,2
1993-04-07,American League Central,2,False,2,.000,Kansas City Royals,Kansas City,0
1993-04-07,American League East,2,False,2,.000,Baltimore Orioles,Baltimore,0
1993-04-07,National League West,2,False,1,.500,San Francisco Giants,San Francisco,1
1993-04-07,American League Central,2,True,1,.500,Minnesota Twins,Minnesota,1
1993-04-07,American League East,2,False,1,.500,New York Yankees,NY Yankees,1
1993-04-07,National League Central,2,True,1,.500,St. Louis Cardinals,St. Louis,1
1993-04-07,American League Central,2,False,2,.000,Detroit Tigers,Detroit,0
1993-04-07,American League West,2,True,0,1.000,Oakland Athletics,Oakland,2
1993-04-07,National League Central,2,True,1,.500,Milwaukee Brewers,Milwaukee,1
1993-04-07,American League Central,2,False,1,.500,Chicago White Sox,Chi White Sox,1
1993-04-07,National League Central,2,False,1,.500,Cincinnati Reds,Cincinnati,1
1993-04-07,National League East,2,True,0,1.000,New York Mets,NY Mets,2
1993-04-06,American League West,2,False,2,.000,Houston Astros,Houston,0
1993-04-06,National League East,2,False,1,.500,Atlanta Braves,Atlanta,1
1993-04-07,American League West,2,False,1,.500,Seattle Mariners,Seattle,1
1993-04-07,American League East,2,True,1,.500,Toronto Blue Jays,Toronto,1
